idea_topic,segment_id,segment_text,tagged_ccp_topics
"Comisión parlamentaria. Forma de organización colegiada y pluralista, sea de modo permanente, especial o transitoria, al interior de cada Cámara, y excepcionalmente entre ellas, a objeto de estudiar especialmente un proyecto de ley o un asunto directamente encomendado y recabar su opinión para hacerla presente al pleno de la Cámara en la respectiva sala. Las comisiones permanentes se conforman por trece miembros en la Cámara de Diputados y cinco en el Senado.",France_2008/69,"An Institutional Act shall determine the posts or positions, other than those mentioned in the third paragraph, concerning which, on account of their importance in the guaranteeing of the rights and freedoms or the economic and social life of the Nation, the power of appointment vested in the President of the Republic shall be exercised after public consultation with the relevant standing committee in each House. The President of the Republic shall not make an appointment when the sum of the negative votes in each committee represents at least three fifths of the votes cast by the two committees. Statutes shall determine the relevant standing committees according to the posts or positions concerned.",['commit']
"Comisión parlamentaria. Forma de organización colegiada y pluralista, sea de modo permanente, especial o transitoria, al interior de cada Cámara, y excepcionalmente entre ellas, a objeto de estudiar especialmente un proyecto de ley o un asunto directamente encomendado y recabar su opinión para hacerla presente al pleno de la Cámara en la respectiva sala. Las comisiones permanentes se conforman por trece miembros en la Cámara de Diputados y cinco en el Senado.",Finland_2011/125,"The Speaker, the Deputy Speakers and the chairpersons of parliamentary Committees form the Speaker's Council. The Speaker's Council issues instructions on the organisation of parliamentary work and decides, as specifically provided in this Constitution or in the Parliament's Rules of Procedure, on the procedures to be followed in the consideration of matters in the Parliament. The Speaker's Council may put forward initiatives for the enactment or amendment of Acts governing parliamentary officials or the Parliament's Rules of Procedure, as well as proposals for other provisions governing the work of the Parliament.",['stdcom']
"Comisión parlamentaria. Forma de organización colegiada y pluralista, sea de modo permanente, especial o transitoria, al interior de cada Cámara, y excepcionalmente entre ellas, a objeto de estudiar especialmente un proyecto de ley o un asunto directamente encomendado y recabar su opinión para hacerla presente al pleno de la Cámara en la respectiva sala. Las comisiones permanentes se conforman por trece miembros en la Cámara de Diputados y cinco en el Senado.",Finland_2011/135,"The Committees and the other parliamentary organs are appointed during the first parliamentary session of an electoral term for the duration of that term, unless otherwise provided in this Constitution, or in the Parliament's Rules of Procedure or in the specific rules of procedure laid down by the Parliament for a given parliamentary organ. However, on the proposal of the Speaker's Council, the Parliament may agree to the reappointment of a committee or organ during the electoral term.",
"Comisión parlamentaria. Forma de organización colegiada y pluralista, sea de modo permanente, especial o transitoria, al interior de cada Cámara, y excepcionalmente entre ellas, a objeto de estudiar especialmente un proyecto de ley o un asunto directamente encomendado y recabar su opinión para hacerla presente al pleno de la Cámara en la respectiva sala. Las comisiones permanentes se conforman por trece miembros en la Cámara de Diputados y cinco en el Senado.",Paraguay_2011/912,"A bicameral commission will be integrated which, [once] the bill is received, will study it and present [a] resolution [dictamen] to its respective Chambers in a time period no greater than sixty consecutive days. [Once] the resolution is received, the Chamber of Deputies will address itself to the study of the bill in plenary sessions, and it must deal with it in a time period no greater than fifteen consecutive days. The Chamber of Senators will have at its disposal the equal time period to study the bill, with the modifications introduced by the Chamber of Deputies, and, if it approves them, the same will be sanctioned. In the opposite case, the bill will return with the objections to the other Chamber, which will decide [se expedirá] within the time period of ten consecutive days, exclusively on the points of discrepancy with the Senate, proceeding in the form specified in Article 208, paragraphs 1), 2), and 3), always within the time period of ten consecutive days.",
"Comisión parlamentaria. Forma de organización colegiada y pluralista, sea de modo permanente, especial o transitoria, al interior de cada Cámara, y excepcionalmente entre ellas, a objeto de estudiar especialmente un proyecto de ley o un asunto directamente encomendado y recabar su opinión para hacerla presente al pleno de la Cámara en la respectiva sala. Las comisiones permanentes se conforman por trece miembros en la Cámara de Diputados y cinco en el Senado.",Albania_2016/1152,"The parliamentary committee responsible for legal issues establishes a subcommittee for the further assessment and selection of candidates not later than three days from the submission of the list. The subcommittee is composed of five members of the Assembly, three members nominated by the parliamentary majority and two by the opposition. The subcommittee may with at least four votes include a candidate who was previously removed from the list by the Secretary General of the Assembly. The subcommittee selects the candidates supported by 4 members. In case the majority cannot be reached the candidate shall be selected by lot.",['commit']
"Comisión parlamentaria. Forma de organización colegiada y pluralista, sea de modo permanente, especial o transitoria, al interior de cada Cámara, y excepcionalmente entre ellas, a objeto de estudiar especialmente un proyecto de ley o un asunto directamente encomendado y recabar su opinión para hacerla presente al pleno de la Cámara en la respectiva sala. Las comisiones permanentes se conforman por trece miembros en la Cámara de Diputados y cinco en el Senado.",Albania_2016/1378,"The parliamentary committee responsible for legal issues establishes a subcommittee for the further assessment and selection of candidates not later than three days from the submission of the list. The subcommittee is composed of five members of the Assembly, three members nominated by the parliamentary majority and two by the opposition. The subcommittee may with at least four votes include a candidate who was previously removed from the list by the Secretary General of the Assembly. The subcommittee selects the candidates supported by 4 members. In case the majority cannot be reached the candidate shall be selected by lot.",['commit']
"Comisión parlamentaria. Forma de organización colegiada y pluralista, sea de modo permanente, especial o transitoria, al interior de cada Cámara, y excepcionalmente entre ellas, a objeto de estudiar especialmente un proyecto de ley o un asunto directamente encomendado y recabar su opinión para hacerla presente al pleno de la Cámara en la respectiva sala. Las comisiones permanentes se conforman por trece miembros en la Cámara de Diputados y cinco en el Senado.",Mexico_2015/159,"The commissioner office will be held during seven years, and the commissioners shall fulfill the requirements provided in the fractions I, II, IV, V and VI of the article 95th of this Constitution. The commissioners shall not hold other office, have an additional employment, or other commission with exception of the non-profit chairs or offices related to charities and academic or scientific institutions. The commissioners can only be removed from office according to the terms in the Fourth Title of this Constitution and they will be subject to political trial.",['science']
"Comuna. Corresponde a la unidad político administrativa básica en la distribución territorial chilena. La administración local de la comuna –o de agrupación de comunas– reside en la Municipalidad (art. 1 LOC MUN, véase “Municipalidad”); es decir, una municipalidad puede administrar una o más comunas.",Cuba_2019/1024,"The municipality is the local society, organized by the law, that constitutes the primary fundamental political-administrative unit in the organization of the nation; a municipality enjoys autonomy and legal personhood, including all the legal effects thereof, with a territorial extension determined according to the necessary economic and social relations of its population as well as the interests of the nation, with the purpose of satisfactorily achieving the local necessities. A municipality is supported through its own funds in addition to allocations that it receives from the Government of the Republic for the purposes of the economic and social development of its territory, and for other goals of the State, under the direction of a Municipal Assembly of People's Power.",
"Concejales. Véase “Concejo municipal” [Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.].",Spain_2011/888,"The Constitution guarantees the autonomy of municipalities. These shall enjoy full legal personality. Their government and administration shall be vested in their Town Councils, consisting of Mayors and councillors. Councillors shall be elected by residents of the municipality by universal, equal, free, direct and secret suffrage, in the manner provided for by the law. The Mayors shall be elected by the councillors or by the residents. The law shall lay down the terms under which an open council of all residents may proceed.",
"Concejales. Véase “Concejo municipal” [Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.].",Venezuela_2009/638,"Legislation enacted to implement constitutional principles relating to Municipalities and other local entities shall establish various structures for the organization, governance and administration of the same, including as regards the determination of their powers and resources, taking into account conditions relating to population, economic development, ability to generate their own tax revenues, geographical location, historical and cultural elements and other relevant factors. In particular, such legislation shall establish the options for organizing the system of local administration and government that shall be adopted by Municipalities with native populations. In all cases, the municipal structure shall be democratic and consistent with the inherent nature of local government.",
"Concejales. Véase “Concejo municipal” [Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.].",Venezuela_2009/642,"When two or more Municipalities belonging to the same federal organ have economic, social and physical relations that give the group the characteristics of a metropolitan area, they may organize themselves as metropolitan districts. The organic law enacted for the purpose shall guarantee the democratic and participatory character of the metropolitan government and shall establish its functional competence, as well as its tax, financial and control regime. It shall also ensure that the Municipalities have adequate participation in the entities of the metropolitan government, and shall indicate the manner in which the public consultations that are to decide upon affiliation of the Municipalities with the metropolitan district.",
"Concejales. Véase “Concejo municipal” [Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.].",Venezuela_2009/648,"A Municipality shall have the power to create parishes on such terms as may be determined by law. The legislation enacted to implement constitutional principles relating to the organization of Municipalities shall establish the premises and conditions for the creation of other local entities within the territory of the Municipality, as well as the resources that shall be available to them, depending on the functions assigned to them, including their share in the Municipality’s own revenues. Their creation shall take into account neighborhood or community initiative, in order to provide for the decentralization of the administration of the Municipality, citizen participation and the providing of better public services. In no event shall parishes be assumed to be the only possible divisions, or to be required divisions, of the territory of a Municipality.",
"Concejales. Véase “Concejo municipal” [Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.].",Venezuela_2009/654,"The Office of the Municipal Comptroller shall be in charge of control, vigilance and auditing of municipal revenues, expenses and property, as well as transactions relating to the same, without prejudice to the scope of the attributions of the Office of the General Comptroller, and the official in charge of the office shall be the Municipal Comptroller, designated by the Council through a public competition to guarantee the capability and ability of the person designated to hold this office, on the terms established by law.",
"Concejales. Véase “Concejo municipal” [Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.].",Venezuela_2009/658,"A Municipality has competence to govern and administrate its interests, as well as over the management of those matters which are assigned to it by this Constitution and national laws as regards local life, in particular the ordering and promotion of economic and social development, the equipping and providing of household public utility services, the application of policy with respect to these matters on a basis of fairness, justice and social interest content, according with delegation established on law related to this matter, the promotion of participation and improvement, in general, of living conditions in the community, in the following areas:",
"Concejales. Véase “Concejo municipal” [Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.].",Chile_2021/933,"Municipalities may associate with each other in accordance with the respective constitutional law, such associations may have legal personhood of private law. Likewise, they may constitute or integrate nonprofit corporations or foundations of private law whose purpose shall be the promotion and dissemination of art, culture and sport, or the promotion of communal and productive development works. Municipal participation in them will be governed by the cited constitutional organic law.",['artists']
"Concejales. Véase “Concejo municipal” [Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.].",German_Federal_Republic_2014/223,"Municipalities must be guaranteed the right to regulate all local affairs on their own responsibility, within the limits prescribed by the laws. Within the limits of their functions designated by a law, associations of municipalities shall also have the right of self-government according to the laws. The guarantee of self-government shall extend to the bases of financial autonomy; these bases shall include the right of municipalities to a source of tax revenues based upon economic ability and the right to establish the rates at which these sources shall be taxed.",['mun']
"Concejales. Véase “Concejo municipal” [Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.].",Austria_2013/1462,For the performance of their matters municipalities can by agreement associate in municipality associations. Such an agreement requires the sanction of the supervisory authority. The sanction shall be conferred by ordinance if a lawful agreement between the municipalities concerned is on hand and the formation of the municipal association,
"Concejales. Véase “Concejo municipal” [Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.].",Mexico_2015/1851,"The Municipal Councils, prior agreement of their councils, can coordinate their activities and collaborate to improve public services and their functions. For this purpose, the approval of the state legislature is necessary. When two or more Municipal Councils belonging to different states want to collaborate, the approval of their respective state legislature is necessary. Likewise, a Municipal Council and the respective state can make and execute agreements to authorize the state to temporarily take charge of one or some public services, directly or through the appropriate body, or when the municipality and the state agree to provide public services in a coordinated manner.",
"Concejo Municipal. Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.",Venezuela_2009/642,"When two or more Municipalities belonging to the same federal organ have economic, social and physical relations that give the group the characteristics of a metropolitan area, they may organize themselves as metropolitan districts. The organic law enacted for the purpose shall guarantee the democratic and participatory character of the metropolitan government and shall establish its functional competence, as well as its tax, financial and control regime. It shall also ensure that the Municipalities have adequate participation in the entities of the metropolitan government, and shall indicate the manner in which the public consultations that are to decide upon affiliation of the Municipalities with the metropolitan district.",
"Concejo Municipal. Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.",Venezuela_2009/658,"A Municipality has competence to govern and administrate its interests, as well as over the management of those matters which are assigned to it by this Constitution and national laws as regards local life, in particular the ordering and promotion of economic and social development, the equipping and providing of household public utility services, the application of policy with respect to these matters on a basis of fairness, justice and social interest content, according with delegation established on law related to this matter, the promotion of participation and improvement, in general, of living conditions in the community, in the following areas:",
"Concejo Municipal. Órgano de la Municipalidad de carácter “normativo, resolutivo y fiscalizador”, “encargado de hacer efectiva la participación de la comunidad local” en conformidad a lo dispuesto por la ley orgánica constitucional respectiva (art. 119 de la Constitución, art. 71 LOC MUN). La Constitución menciona el Concejo Municipal a raíz de los órganos que componen la municipalidad y que ejercen la administración comunal.",Cuba_2019/1024,"The municipality is the local society, organized by the law, that constitutes the primary fundamental political-administrative unit in the organization of the nation; a municipality enjoys autonomy and legal personhood, including all the legal effects thereof, with a territorial extension determined according to the necessary economic and social relations of its population as well as the interests of the nation, with the purpose of satisfactorily achieving the local necessities. A municipality is supported through its own funds in addition to allocations that it receives from the Government of the Republic for the purposes of the economic and social development of its territory, and for other goals of the State, under the direction of a Municipal Assembly of People's Power.",
"Concesiones mineras. La ley define concesiones mineras como aquellos “derechos reales e inmuebles, distintos e independientes del dominio del predio superficial, aunque tengan un mismo dueño; oponibles al Estado y a cualquier persona; transferibles y transmisibles; susceptibles de hipoteca y otros derechos reales y, en general, de todo acto o contrato; y que se rigen por las mismas leyes civiles que los demás inmuebles, salvo en lo que contraríen disposiciones de esta ley o del Código de Minería.” (Art. 2 LOC CM).",Chile_2021/231,"The law is to determine what substances of those referred to in the preceding paragraph, excepting liquid or gaseous hydrocarbons, may be subject to exploration or exploitation concessions. These concessions shall always be constituted by a judicial decision and will have the duration, will confer the rights and impose the obligations that the law expresses, which shall have the character of constitutional organic. The mining concession required the owner to undertake the necessary activity to satisfy the public interest that justifies its granting. The protection legal frame shall be established by the said law, and will tend directly or indirectly to obtain the fulfillment of that obligation and will contemplate the grounds for revocation in the event of nonfulfillment or simple extinguishment of domain over the concession. In any case, the said grounds and its effects must be established at the time of granting the concession.",['resrce']
"Confianza exclusiva del Presidente de la República. Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo.",Slovenia_2016/395,"The President of the Government may require a vote of confidence in the Government. If the Government does not receive the support of a majority vote of all deputies, the National Assembly must elect within thirty days a new President of the Government or in a new vote express its confidence in the incumbent President of the Government, or failing this, the President of the Republic dissolves the National Assembly and calls new elections. The President of the Government may tie the issue of confidence to the adoption of a law or to some other decision in the National Assembly. If such decision is not adopted, it is deemed that a vote of no confidence in the Government has been passed.",
"Confianza exclusiva del Presidente de la República. Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo.",Turkey_2017/597,"The President of the Republic may issue presidential decrees on matters relating to the executive power. The fundamental rights, individual rights and duties included in the first and second chapters, and the political rights and duties listed in the fourth chapter of the second part of the Constitution, shall not be regulated by presidential decrees. No presidential decrees shall be issued on matters to be regulated exclusively by law embodied in the Constitution. No presidential decree shall be issued on matters explicitly regulated by law. In the case of a conflict between presidential decrees and the laws due to differences in provisions on the same matter, the provisions of law shall prevail. In case the Grand National Assembly of Turkey introduces a law on the same matter, the presidential decree shall become null and void.",['hosdec']
"Confianza exclusiva del Presidente de la República. Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo.",Turkey_2017/1165,"The provisions of Part Three relating to the functions and powers of the President of the Republic and to the State Supervisory Council under the heading “President of the Republic”; to regulations, National Defence, procedures governing emergency rule under the heading “Council of Ministers”; to all other provisions under the heading “Administration”, except local administration, and except the Atatürk High Institution of Culture, Language and History; and all the provisions relating to the judiciary, except the State Security Courts, shall come into force on publication in the Official Gazette of the adoption by referendum of the Constitution. The provisions concerning the President of the Republic and the Council of Ministers which have not gone into effect shall come into force when the Grand National Assembly of Turkey assumes its functions; the provisions relating to local administrations and to the State Security Courts shall come into force on the promulgation of the relevant laws.",
"Confianza exclusiva del Presidente de la República. Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo.",Macedonia_2011/314,"The duty of the President of the Republic is incompatible with the performance of any other public office, profession or appointment in a political party. The President of the Republic is granted immunity. The Constitutional Court decides by a two-thirds majority vote of the total number of judges on any case for withholding immunity and approving of detention for the President of the Republic.",
"Confianza exclusiva del Presidente de la República. Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo.",Macedonia_2011/336,The President is held accountable for any violation of the Constitution in exercising his/her rights and duties. The procedure for determining the President of the Republic's answerability is initiated by the Assembly with a two-thirds majority vote of all Representatives. It is the Constitutional Court that decides on the answerability of the President by a two-thirds majority vote of all judges.,
"Confianza exclusiva del Presidente de la República. Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo.",Honduras_2013/1066,"The Presidential Designates of the Republic, Secretaries and Deputy Secretaries of the Cabinet, Justices of the Supreme Elections Tribunal, Justices and judges of the judicial branch, Presidents, Vice Presidents, Managers, Deputy Managers, Directors, Deputy Directors, Executive Secretaries of decentralized institutions, members of the Superior Tribunal of Accounts, the Attorney General and Deputy Attorney General of the Republic, Justices of the Office of the Superior Tribunal of Accounts who have performed their functions during the six months prior to the date of election of the President of the Republic.",
"Confianza exclusiva del Presidente de la República. Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo.",Venezuela_2009/890,"The President of the Republic must proceed to promulgate the law within five days of receipt, without the possibility of new objections. When the President of the Republic considers that the law or any of its articles is unconstitutional, he shall be required to request a ruling from the Constitutional Division of the Supreme Tribunal of Justice, within the ten day period allowed the President for promulgating the law. The Supreme Tribunal of Justice shall reach a decision within 15 days of receipt of the communication from the President of the Republic. If the Tribunal declines to rule the provisions referred to it unconstitutional or fails to reach a decision within the aforementioned period, the President of the Republic must promulgate the law within five days of the Tribunal’s decision or the expiration of such term.",
"Confianza exclusiva del Presidente de la República. Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo.",Lithuania_2019/424,"The President of the Republic, implementing the powers vested in him, shall issue acts-decrees. To be valid, the decrees of the President of the Republic, specified in Items 3, 15, 17, and 21 of Article 84 of the Constitution, must be signed by the Prime Minister or an appropriate Minister. Responsibility for such a decree shall lie with the Prime Minister or the Minister who signed it.",
"Confianza exclusiva del Presidente de la República. Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo.",Equatorial_Guinea_2012/255,"The President of the Republic is the Head of State, he exercises the Executive Power as Head of Government. He incarnates national unity, defines the policy of the Nation, sees to the respect of the Fundamental Law, assures by his arbitration the functioning of public powers, represents the Nation, and is the guarantor of National Independence. He is elected by universal, direct, and secret suffrage by the simple majority of the votes validly emitted.","['voteun', 'freeelec', 'execnum', 'hoselect']"
"Confianza exclusiva del Presidente de la República. Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo.",Cote_DIvoire_2016/201,"The President of the Republic is the Head of State. He is the embodiment of national unity. He ensures respect for the Constitution. He ensures the continuity of the State. He is the guarantor of national independence, of the integrity of the territory and of respect for international commitments.",
"Conflictos políticos-constitucionales. Son distintos procesos políticos–constitucionales en donde el TC debe pronunciarse sobre la inconstitucionalidad de actos políticos, calificar hechos que generan consecuencias políticas o determinar la asignación correcta de competencias normativas en disputa. En este término se agrupan conflictos con un énfasis político fundamental, con calificación de hechos más que de normas y con la delimitación de determinadas conductas en un padrón de constitucionalidad o inconstitucionalidad en donde la apreciación jurisdiccional de los Ministros del TC es más libre.",Honduras_2013/1453,"To resolve conflicts between the powers of state, including the Supreme Elections Tribunal, as well as between the other entities and bodies indicated by law. The decisions in which unconstitutionality of a law is declared are of immediate execution and have general effect, and abrogate the unconstitutional law, and must be communicated to the National Congress, which shall make it published in the official journal La Gaceta. The regulations shall establish the organization and operation of the chambers.",
"Conflictos políticos-constitucionales. Son distintos procesos políticos–constitucionales en donde el TC debe pronunciarse sobre la inconstitucionalidad de actos políticos, calificar hechos que generan consecuencias políticas o determinar la asignación correcta de competencias normativas en disputa. En este término se agrupan conflictos con un énfasis político fundamental, con calificación de hechos más que de normas y con la delimitación de determinadas conductas en un padrón de constitucionalidad o inconstitucionalidad en donde la apreciación jurisdiccional de los Ministros del TC es más libre.",Mexico_2015/1491,"Contestations regarding acts and resolutions that infringe political-electoral rights of citizens: right to vote, right to be elected, right to freely join a party, right to peaceful assembly, according to this Constitution and laws. Contestations, filed by citizens against the political party they are affiliated, will be valid only if the plaintiff has exhausted all the instances provided by the party for solution of internal conflicts. The law shall establish regulations and terms for this kind of contestations.",
"Consejo nacional de televisión. El CNTV es “la institución autónoma de rango constitucional creada por el inciso sexto del numeral 12 del artículo 19 de la Constitución Política de la República, cuya misión es velar por el correcto funcionamiento de todos los servicios de televisión que operan, u operen a futuro, en el territorio nacional. Estará dotado de personalidad jurídica y de patrimonio propio, y se relacionará con el Presidente de la República por intermedio del Ministerio Secretaría General de Gobierno.” (Art. 1 inc. 1° L. 18.838, reformada en esos términos por la L. 20.750 que introdujo la televisión digital).",Greece_2008/156,"Radio and television shall be under the direct control of the State. The control and imposition of administrative sanctions belong to the exclusive competence of the National Radio and Television Council, which is an independent authority, as specified by law. The direct control of the State, which may also assume the form of a prior permission status, shall aim at the objective and on equal terms transmission of information and news reports, as well as of works of literature and art, at ensuring the quality level of programs mandated by the social mission of radio and television and by the cultural development of the Country, as well as at the respect of the value of the human being and the protection of childhood and youth.","['medcom', 'govmed']"
